source_path,roles,detection_evidence,status,status_evidence,run_id,initial_state_recipe_id,non_full_field_data_id,portable_handling,notes
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/ku_critical_sweep/R8r4_Ku58k.mx3,direct_loader,mx3.m_loadfile@L46,active,04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/ku_critical_sweep/results/survival_table.txt:L14,run-ku-critical-r8r4-ku58k,init-analytic-axisz-r8r4,N/A,literal_transform,"Active Ku-critical sweep leaf. The cited table records fit_failed; active is a delivery obligation, not a PASS claim."
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/ku_critical_sweep/R8r4_Ku5k.mx3,direct_loader,mx3.m_loadfile@L44,active,04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/ku_critical_sweep/results/survival_table.txt:L4,run-ku-critical-r8r4-ku5k,init-analytic-axisz-r8r4,N/A,literal_transform,Active Ku-critical sweep leaf.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/ku_critical_sweep/analyze_centroid_drift.py,known_ovf_reader,python.known_ovf_reader@L62,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/ku_critical_sweep/analyze_sweep_large.py,known_ovf_reader,python.known_ovf_reader@L143,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/ku_critical_sweep/compute_qh_ku_sweep.mx3,direct_loader,mx3.m_loadfile@L12;mx3.m_loadfile@L13;mx3.m_loadfile@L14;mx3.m_loadfile@L15;mx3.m_loadfile@L16;mx3.m_loadfile@L17;mx3.m_loadfile@L18;mx3.m_loadfile@L19;mx3.m_loadfile@L20;mx3.m_loadfile@L21;mx3.m_loadfile@L22;mx3.m_loadfile@L23,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/ku_critical_sweep/draw_ku_hopfion_gallery.py,known_ovf_reader,python.known_ovf_reader@L39,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/Ku1_0.0e+00_Ms_1.5000e+05.mx3,direct_loader,mx3.m_loadfile@L55,active,04_frustrated_fm_foundation/20260105_frustrated_fm/size_sweep/README.md:L53,run-size-small-ku0,init-small-unknown,N/A,literal_transform,Active SMALL-seed size leaf; the seed generator and parameters remain UNKNOWN.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/Ku1_1.0e+04_Ms_1.5000e+05.mx3,direct_loader,mx3.m_loadfile@L55,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/Ku1_1.2e+04_Ms_1.5000e+05.mx3,direct_loader,mx3.m_loadfile@L47,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/Ku1_2.5e+03_Ms_1.5000e+05.mx3,direct_loader,mx3.m_loadfile@L55,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/Ku1_5.0e+03_Ms_1.5000e+05.mx3,direct_loader,mx3.m_loadfile@L55,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/Ku1_7.5e+03_Ms_1.5000e+05.mx3,direct_loader,mx3.m_loadfile@L55,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/analyze_ani_sweep.py,known_ovf_reader,python.known_ovf_reader@L162,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/run_extended_sweep.py,generator,python.template_m_loadfile@L18,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/anisotropy_study/size_vs_ku/run_full_workflow.py,generator;known_ovf_reader,python.template_m_loadfile@L36;python.known_ovf_reader@L293,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/analyze_centered_stability.py,known_ovf_reader,python.known_ovf_reader@L61,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/analyze_properties.py,known_ovf_reader,python.known_ovf_reader@L142,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/compute_qh_timeseries.mx3,direct_loader,mx3.m_loadfile@L10;mx3.m_loadfile@L11;mx3.m_loadfile@L12;mx3.m_loadfile@L13;mx3.m_loadfile@L14;mx3.m_loadfile@L15;mx3.m_loadfile@L16;mx3.m_loadfile@L17;mx3.m_loadfile@L18;mx3.m_loadfile@L19;mx3.m_loadfile@L20;mx3.m_loadfile@L21;mx3.m_loadfile@L22;mx3.m_loadfile@L23;mx3.m_loadfile@L24;mx3.m_loadfile@L25;mx3.m_loadfile@L26;mx3.m_loadfile@L27;mx3.m_loadfile@L28;mx3.m_loadfile@L29;mx3.m_loadfile@L30;mx3.m_loadfile@L32;mx3.m_loadfile@L33;mx3.m_loadfile@L34;mx3.m_loadfile@L35;mx3.m_loadfile@L36;mx3.m_loadfile@L37;mx3.m_loadfile@L38;mx3.m_loadfile@L39;mx3.m_loadfile@L40;mx3.m_loadfile@L41;mx3.m_loadfile@L42;mx3.m_loadfile@L43;mx3.m_loadfile@L44;mx3.m_loadfile@L45;mx3.m_loadfile@L46;mx3.m_loadfile@L47;mx3.m_loadfile@L48;mx3.m_loadfile@L49;mx3.m_loadfile@L50;mx3.m_loadfile@L51;mx3.m_loadfile@L52;mx3.m_loadfile@L54;mx3.m_loadfile@L55;mx3.m_loadfile@L56;mx3.m_loadfile@L57;mx3.m_loadfile@L58;mx3.m_loadfile@L59;mx3.m_loadfile@L60;mx3.m_loadfile@L61;mx3.m_loadfile@L62;mx3.m_loadfile@L63;mx3.m_loadfile@L64;mx3.m_loadfile@L65;mx3.m_loadfile@L66;mx3.m_loadfile@L67;mx3.m_loadfile@L68;mx3.m_loadfile@L69;mx3.m_loadfile@L70;mx3.m_loadfile@L71;mx3.m_loadfile@L72;mx3.m_loadfile@L73;mx3.m_loadfile@L74,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/generate_centered_ovf.py,known_ovf_reader,python.known_ovf_reader@L26,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/replot_paper_style.py,known_ovf_reader,python.known_ovf_reader@L39,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/run_stability_tests.sh,shell_manager,shell.field_manager@L16,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/stability_Ku0.mx3,direct_loader,mx3.m_loadfile@L49,active,04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/stability_results/stability_summary.txt:L3,run-centered-ku0,init-centered-ku0,N/A,literal_transform,Active centered-stability leaf; recipe remains documented_only.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/stability_Ku10k.mx3,direct_loader,mx3.m_loadfile@L49,active,04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/stability_results/stability_summary.txt:L4,run-centered-ku10k,init-centered-ku10k,N/A,literal_transform,Active centered-stability leaf; recipe remains documented_only.
04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/stability_Ku50k.mx3,direct_loader,mx3.m_loadfile@L49,active,04_frustrated_fm_foundation/20260105_frustrated_fm/centered_stability_test/stability_results/stability_summary.txt:L5,run-centered-ku50k,init-centered-ku50k,N/A,literal_transform,Active centered-stability leaf; recipe remains documented_only.
04_frustrated_fm_foundation/20260105_frustrated_fm/compute_hopf_index.py,known_ovf_reader,python.known_ovf_reader@L22,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/bg_mx_axis_x_stable/run.mx3,direct_loader,mx3.m_loadfile@L51,active,04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/README.md:L75,run-drift-bgmx-axisx-stable,init-drift-axisx-bgmx-r3r2,N/A,literal_transform,Active 10 ns drift-stability leaf; status does not claim a known generator.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/bg_my_axis_y_stable/run.mx3,direct_loader,mx3.m_loadfile@L69,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/initial_states/generate_xaxis_zbg_R3r2.py,known_ovf_reader,python.known_ovf_reader@L19,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/bg_mx_axis_x.mx3,direct_loader,mx3.m_loadfile@L47,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/bg_my_axis_y.mx3,direct_loader,mx3.m_loadfile@L47,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/bg_my_axis_y_continue.mx3,direct_loader,mx3.m_loadfile@L48,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/bg_mz_axis_x.mx3,direct_loader,mx3.m_loadfile@L47,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/bg_mz_axis_z.mx3,direct_loader,mx3.m_loadfile@L47,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/run_continue.sh,shell_manager,shell.field_manager@L7,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/run_drift_unified.sh,shell_manager,shell.field_manager@L6,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/run_sweep.sh,shell_manager,shell.field_manager@L4,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/drift_experiments/unified_rerun/sweep_config.json,unresolved_touch,structured.dynamic_field_reference@L22,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/size_sweep/R12r5_Ku0.mx3,direct_loader,mx3.m_loadfile@L44,active,04_frustrated_fm_foundation/20260105_frustrated_fm/size_sweep/README.md:L55,run-size-r12r5-ku0,init-analytic-axisz-r12r5,N/A,literal_transform,Active R12/r5 leaf; the missing historical continuation remains documented separately.
04_frustrated_fm_foundation/20260105_frustrated_fm/size_sweep/R8r4_Ku0.mx3,direct_loader,mx3.m_loadfile@L44,active,04_frustrated_fm_foundation/20260105_frustrated_fm/size_sweep/README.md:L54,run-size-r8r4-ku0,init-analytic-axisz-r8r4,N/A,literal_transform,Active R8/r4 size-convergence leaf.
04_frustrated_fm_foundation/20260105_frustrated_fm/size_sweep/analyze_size_sweep.py,known_ovf_reader,python.known_ovf_reader@L114,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/size_sweep/replot_english.py,known_ovf_reader,python.known_ovf_reader@L73,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/analyze_amplitude_sweep.py,known_ovf_reader,python.known_ovf_reader@L51,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/analyze_hall_angle_amplitude.py,unresolved_touch,code.dynamic_field_reference@L41,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/gen_amplitude_200GHz.py,generator,python.template_m_loadfile@L17,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/gen_amplitude_extended.py,generator,python.template_m_loadfile@L42,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/gen_amplitude_sweep.py,generator,python.template_m_loadfile@L22,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/replot_paper_style.py,unresolved_touch,code.dynamic_field_reference@L158,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/run_amplitude_extended.sh,shell_manager,shell.field_manager@L15,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/run_amplitude_extended_part2.sh,shell_manager,shell.field_manager@L16,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/run_amplitude_sweep.ps1,shell_manager,shell.field_manager@L15,archive,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,archive,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/run_amplitude_sweep.sh,shell_manager,shell.field_manager@L15,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B0p05T.mx3,direct_loader,mx3.m_loadfile@L60,active,04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/results/summary_table.txt:L3,run-plane-srcx-amplitude-0p05t,init-centered-ku10k,N/A,literal_transform,Active six-point amplitude trajectory leaf; this does not reinstate the superseded three-point power-law claim.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B0p1T.mx3,direct_loader,mx3.m_loadfile@L60,active,04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/results/summary_table.txt:L4,run-plane-srcx-amplitude-0p1t,init-centered-ku10k,N/A,literal_transform,Active six-point amplitude trajectory leaf; this does not reinstate the superseded three-point power-law claim.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B0p2T.mx3,direct_loader,mx3.m_loadfile@L60,active,04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/results/summary_table.txt:L5,run-plane-srcx-amplitude-0p2t,init-centered-ku10k,N/A,literal_transform,Active six-point amplitude trajectory leaf; this does not reinstate the superseded three-point power-law claim.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B0p3T.mx3,direct_loader,mx3.m_loadfile@L60,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B0p5T.mx3,direct_loader,mx3.m_loadfile@L60,active,04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/results/summary_table.txt:L6,run-plane-srcx-amplitude-0p5t,init-centered-ku10k,N/A,literal_transform,Active six-point amplitude trajectory leaf; this does not reinstate the superseded three-point power-law claim.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B0p7T.mx3,direct_loader,mx3.m_loadfile@L60,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B1p0T.mx3,direct_loader,mx3.m_loadfile@L61,active,04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/results/summary_table.txt:L7,run-plane-srcx-amplitude-1p0t,init-centered-ku10k,N/A,literal_transform,Active six-point amplitude trajectory leaf; this does not reinstate the superseded three-point power-law claim.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B2p0T.mx3,direct_loader,mx3.m_loadfile@L60,active,04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/results/summary_table.txt:L8,run-plane-srcx-amplitude-2p0t,init-centered-ku10k,N/A,literal_transform,Active six-point amplitude trajectory leaf; this does not reinstate the superseded three-point power-law claim.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B3p0T.mx3,direct_loader,mx3.m_loadfile@L60,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_B5p0T.mx3,direct_loader,mx3.m_loadfile@L60,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_f1000GHz_B0p5T.mx3,direct_loader,mx3.m_loadfile@L60,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_f1000GHz_B2p0T.mx3,direct_loader,mx3.m_loadfile@L60,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_f200GHz_B0p5T.mx3,direct_loader,mx3.m_loadfile@L60,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
04_frustrated_fm_foundation/20260105_frustrated_fm/spin_wave_dynamics/amplitude_sweep/plane_wave/sw_f200GHz_B2p0T.mx3,direct_loader,mx3.m_loadfile@L60,reference_only,95_shared_scripts/handoff_delivery/document_registry.md:L15,N/A,N/A,N/A,reference_only,Not scientifically classified; no status is inferred from its directory or inventory disposition.
